throughput,findClus,RawToDigi_kernel,kernelLineFit3,kernelLineFit4,kernel_connect,getHits,kernel_find_ntuplets,fishbone,clusterChargeCut,calibDigis,countModules,kernelFastFit3,kernelFastFit4,kernelFastFit5,kernelLineFit5,kernel_fillHitDetIndices,kernel_mark_used,finalizeBulk,kernel_earlyDuplicateRemover,kernel_countMultiplicity,kernel_fillMultiplicity,kernel_checkOverflows,initDoublets,kernel_classifyTracks,kernel_fishboneCleaner,kernel_fastDuplicateRemover,kernel_countHitInTracks,kernel_fillHitInTracks,kernel_tripletCleaner,kernel_doStatsForHitInTracks,kernel_doStatsForTracks
1161.56,256,64,96,256,256,32,160,64,64,128,192,160,64,224,224,32,64,96,256,128,160,192,96,96,224,224,64,192,96,128,256
1217.95,96,224,32,256,256,96,128,160,64,192,224,96,256,64,32,96,128,224,128,224,224,96,256,160,128,128,224,192,192,192,192
1130.32,128,160,160,128,192,192,224,32,224,160,32,128,192,96,64,64,64,160,160,256,256,192,160,96,224,128,64,160,192,96,256
1171.57,192,32,128,32,256,128,160,96,192,160,160,128,192,224,256,32,224,96,32,128,256,160,192,96,32,224,256,256,192,32,32
1142.55,256,96,32,224,128,160,224,160,224,192,256,32,32,64,224,64,96,64,160,128,128,96,160,256,128,160,96,192,32,256,256
1216.83,160,160,256,192,256,96,64,160,64,64,128,128,96,32,64,64,96,224,160,160,32,224,128,224,64,224,128,192,64,32,128
1195.65,160,128,96,256,64,192,32,160,96,64,160,224,32,192,128,96,192,256,96,32,224,256,96,160,192,160,64,224,160,192,224
1158.26,96,128,64,224,128,256,224,224,160,96,32,224,192,128,224,160,192,256,192,224,256,192,64,256,128,160,224,64,192,256,192
1136.68,224,192,128,192,256,192,32,160,256,224,64,192,96,96,160,128,256,160,224,192,32,224,160,160,64,192,160,192,160,192,256
1184.95,192,160,96,128,256,96,192,160,96,256,224,256,32,160,128,256,32,160,64,96,192,256,192,224,32,256,160,160,64,128,192
1212.11,128,256,128,128,256,96,160,96,96,224,96,128,32,32,128,256,192,160,64,192,224,192,32,32,64,224,256,96,96,192,192
1189.58,96,224,128,256,256,96,128,128,192,160,192,32,256,96,32,160,192,192,32,32,64,256,256,64,128,224,128,32,128,96,224
1180.6,160,96,32,256,192,64,128,32,192,64,256,96,192,256,96,192,256,160,160,224,128,128,64,224,128,256,128,64,256,224,32
1192.92,160,224,160,64,192,64,128,64,224,192,224,96,96,224,256,256,224,128,96,96,64,32,128,160,64,32,32,192,224,224,192
1135.65,256,128,128,224,192,128,224,32,64,160,128,192,224,64,224,32,160,32,160,224,160,64,32,192,64,160,32,32,64,256,96
1178.23,128,96,32,128,128,224,32,160,224,160,96,128,256,96,32,128,256,224,96,256,96,32,32,64,96,64,160,192,256,64,256
1167.36,192,160,64,128,128,160,224,224,224,64,128,256,32,224,224,128,64,96,192,192,224,256,128,96,32,96,32,192,96,128,192
1193.34,96,32,160,256,256,32,160,256,32,64,160,32,128,224,128,224,160,160,128,64,256,160,192,32,224,128,96,128,64,256,160
1153.03,160,256,224,160,256,224,192,128,128,160,192,32,224,160,128,64,192,128,96,160,64,160,160,192,160,32,32,192,128,160,224
1177.64,128,224,192,224,64,32,192,224,192,64,224,224,96,160,128,96,64,32,128,96,64,128,256,256,224,256,192,32,224,64,96
1129.45,192,128,192,32,64,192,224,32,160,96,160,192,96,192,256,64,192,128,160,224,224,64,96,192,128,64,224,192,96,256,160
1196.29,160,96,256,64,64,64,32,128,256,128,192,256,64,192,128,64,96,32,64,128,96,256,192,64,32,32,128,128,160,32,128
1217.58,64,32,128,32,64,64,64,64,32,96,32,128,64,128,160,96,160,192,256,160,160,96,224,64,160,160,192,128,32,192,128
1174.57,192,192,224,96,64,96,160,128,192,192,192,160,96,32,128,32,256,160,192,224,128,224,160,32,96,64,192,160,224,224,192
1147.75,64,224,224,256,128,96,224,32,256,224,32,32,32,256,128,128,96,224,256,160,160,64,64,64,64,256,32,256,160,32,32
1136.44,224,96,160,192,192,192,128,64,192,96,32,224,224,96,128,160,128,96,96,224,32,128,256,32,224,192,32,96,224,160,96
1189.25,64,96,96,160,192,192,128,64,32,192,96,64,64,224,192,64,256,160,160,128,96,192,160,64,160,224,32,96,128,256,128
1191.34,160,96,128,160,128,192,64,128,64,32,64,32,160,256,160,32,160,32,256,192,64,224,32,256,224,32,160,32,32,128,256
1196.99,96,192,128,32,128,160,32,32,64,32,192,96,256,128,224,160,160,96,160,192,128,256,128,64,128,160,96,192,32,128,96
1185.08,192,160,96,128,192,160,160,192,64,64,64,224,64,224,224,96,96,64,224,32,32,160,192,32,96,224,96,256,192,64,192
1137.75,224,160,96,160,128,224,128,96,160,32,128,128,224,256,160,256,32,192,256,32,96,64,160,160,160,32,224,224,224,160,64
1195.25,128,96,224,128,256,32,192,256,64,32,96,96,192,32,256,224,192,256,160,64,32,192,96,160,192,128,128,32,128,224,32
1158.45,256,64,128,64,64,192,32,64,64,96,256,160,160,96,128,32,256,192,160,256,128,32,192,32,32,192,256,64,32,32,96
1206.91,128,256,224,96,128,64,256,192,32,160,64,256,256,256,96,160,192,96,192,224,192,64,192,224,192,256,160,160,192,128,224
1180.61,256,32,32,128,256,128,128,160,64,192,128,160,160,256,192,192,128,64,256,128,128,128,96,96,128,160,192,64,256,64,224
1155.86,96,256,32,256,64,256,64,256,256,128,224,128,192,160,32,192,160,32,32,192,128,32,192,64,256,96,64,160,32,32,192
1224.03,160,96,192,96,128,128,64,256,128,256,224,224,64,128,192,128,64,96,224,256,96,192,32,160,160,224,32,128,32,256,256
1141.4,224,128,96,192,256,192,32,192,224,224,224,256,256,256,256,192,32,96,160,192,96,192,256,160,192,192,224,64,256,128,128
1191.19,96,96,256,64,64,160,160,96,160,96,192,256,32,96,96,64,224,192,96,224,160,96,224,192,128,256,224,96,224,128,256
1157.92,256,32,192,96,128,128,96,224,256,256,32,224,192,256,160,128,96,160,160,128,32,192,160,32,96,64,224,128,224,64,224
1207.63,160,224,160,128,128,128,192,64,32,128,160,128,160,192,32,96,192,160,128,128,160,256,32,160,192,256,224,192,96,224,32
1169.71,160,96,192,192,256,64,224,224,192,224,256,96,224,64,192,96,96,160,192,32,160,160,192,256,192,96,192,224,192,32,32
1187.01,192,96,64,192,64,32,160,160,160,160,64,128,192,32,224,96,128,128,192,256,192,160,256,160,192,224,256,224,192,96,160
1131.95,224,224,256,256,256,224,32,160,160,192,32,96,32,256,256,256,256,224,64,256,32,64,64,64,128,96,160,256,32,128,96
1192.8,224,96,32,160,192,32,32,96,64,96,96,96,192,128,96,128,256,224,96,128,192,128,32,96,128,64,192,96,224,96,96
1207.13,128,224,96,96,128,160,96,256,192,160,96,128,32,64,64,192,224,64,192,32,64,64,192,96,64,256,32,192,192,32,96
1151.32,192,192,192,224,256,160,96,32,160,128,96,224,32,160,224,192,160,224,224,64,32,64,160,96,96,64,256,96,160,224,160
1131.0,256,64,32,64,64,128,192,32,192,128,32,160,128,160,96,96,256,224,160,32,192,256,224,32,96,128,32,32,96,32,32
1184.14,160,96,128,96,128,192,224,256,64,256,32,64,64,224,128,256,256,128,96,192,192,224,32,160,160,96,96,64,32,128,224
1123.59,256,96,192,96,64,224,192,96,32,256,96,160,32,96,192,32,32,256,256,224,160,32,192,192,224,256,64,96,128,96,96
1182.89,160,64,192,160,256,64,256,192,160,256,64,128,128,64,224,256,64,224,224,224,64,128,256,32,32,64,256,128,224,192,160
1111.26,224,96,160,224,256,224,224,192,128,32,64,224,192,224,96,96,128,160,64,160,32,256,192,32,256,160,32,96,128,256,64
1190.73,128,160,64,128,256,128,160,192,256,256,64,256,128,128,32,96,224,224,96,96,256,160,192,224,192,32,32,96,128,160,32
1168.87,224,256,96,128,64,32,160,96,160,128,32,64,128,32,224,32,64,96,96,32,96,224,224,64,192,128,32,224,160,256,160
1142.33,192,64,128,256,256,256,64,160,256,32,64,128,256,128,64,160,96,64,192,64,256,64,128,32,224,128,256,192,96,192,256
1204.71,64,224,256,64,128,128,96,160,192,64,32,64,256,96,224,64,32,96,192,64,160,160,64,160,96,256,192,160,64,128,256
1223.45,96,128,96,32,192,128,32,128,32,96,128,64,96,256,256,96,256,224,32,160,64,96,256,224,64,128,160,64,32,64,192
1192.79,160,160,32,224,128,192,160,160,128,128,224,96,32,192,128,192,256,96,160,128,96,160,96,256,64,32,96,32,96,256,160
1157.28,256,96,128,192,64,192,64,64,96,160,224,96,192,224,32,192,224,96,32,160,192,64,128,224,256,160,192,256,64,160,256
1215.27,64,128,96,64,64,96,64,128,32,32,256,64,64,160,128,32,192,64,128,128,256,96,256,256,160,160,192,256,32,256,256
1151.14,160,192,192,192,256,224,224,160,64,128,224,192,128,160,224,192,192,96,160,224,160,160,224,96,96,224,32,160,192,256,64
1165.62,256,256,64,128,256,32,32,64,256,224,160,128,224,64,192,224,224,192,96,160,96,192,64,224,160,192,32,128,96,128,256
1174.28,160,224,128,96,256,256,32,224,160,128,64,224,224,256,128,128,256,160,96,128,64,256,96,256,224,256,192,96,96,256,160
1151.57,256,128,128,224,128,224,128,256,96,256,64,96,128,160,96,224,160,32,128,128,64,128,32,128,192,256,224,32,224,32,224
1199.61,192,224,256,224,128,96,96,128,160,192,32,256,64,32,256,64,192,192,32,128,96,32,64,96,128,256,160,224,192,192,192
1215.42,160,192,128,192,64,64,32,64,160,128,224,160,160,160,224,160,32,192,64,224,192,32,224,256,64,128,128,64,96,224,192
1186.53,96,224,128,128,128,96,256,192,224,32,32,160,64,32,256,224,64,128,224,224,224,96,128,192,32,256,192,96,224,224,32
1129.77,96,64,160,96,64,256,256,224,256,32,128,256,32,32,96,32,64,32,224,64,160,32,32,192,32,160,32,192,96,64,160
1182.71,64,64,192,96,256,96,32,192,256,64,32,224,32,64,64,256,256,64,128,160,160,192,256,32,32,64,128,64,32,256,256
1164.39,128,256,64,256,256,224,96,128,192,256,64,192,128,192,160,96,128,64,32,160,128,160,256,32,256,224,192,192,64,64,224
1165.82,96,32,128,160,256,256,128,192,128,64,160,256,192,128,160,160,224,224,32,160,128,128,64,64,64,224,160,96,256,128,96
1172.86,160,224,160,128,256,32,160,192,256,224,64,192,224,64,128,32,256,256,64,256,224,192,192,160,32,192,192,224,256,256,96
1136.88,224,128,32,32,64,224,96,160,224,256,192,64,256,160,32,96,160,64,96,256,96,192,96,96,64,256,160,224,160,192,256
1166.24,192,224,128,160,192,128,192,256,256,128,128,32,128,224,192,128,160,160,256,96,96,32,192,256,192,160,128,128,256,128,192
1196.11,192,32,256,64,256,128,96,64,96,64,160,192,128,32,160,128,96,224,64,224,128,160,32,256,256,64,32,256,192,160,256
1154.82,224,32,32,224,256,192,128,128,128,128,32,192,160,96,224,32,96,160,160,96,64,32,64,32,64,192,64,128,128,32,224
1159.78,96,128,64,192,256,224,96,96,256,64,64,224,32,128,256,128,128,32,256,96,160,96,224,96,192,256,160,224,160,224,128
1161.51,224,160,224,192,192,64,256,96,64,96,160,256,160,224,192,64,96,96,128,256,224,256,160,128,128,160,224,32,224,224,96
1134.89,128,256,96,160,192,256,256,64,256,160,96,192,256,32,32,256,224,192,224,128,64,192,192,256,128,32,96,128,64,160,256
1203.87,96,96,192,96,256,32,32,192,64,32,224,128,160,64,224,160,64,64,128,192,224,96,128,128,224,32,32,192,224,128,192
1195.39,64,32,224,224,64,64,32,128,192,64,256,192,64,224,64,256,160,32,192,224,160,64,64,160,160,96,256,224,32,160,224
1170.2,128,32,160,64,192,224,32,160,160,128,128,160,256,96,224,64,224,64,128,32,128,160,128,96,224,224,64,96,224,128,192
1123.78,224,64,32,160,192,192,256,64,224,96,64,160,96,32,32,32,32,128,64,160,160,96,128,128,96,96,256,192,96,160,128
1206.25,128,64,64,160,128,32,256,160,96,64,128,64,256,96,224,64,96,256,256,128,256,64,224,256,96,64,256,224,192,64,256
1159.53,64,256,128,256,256,192,160,256,192,160,224,160,64,64,192,224,32,32,192,192,224,224,96,256,128,128,64,32,32,64,160
1117.74,256,224,96,160,64,256,64,32,32,128,256,256,128,32,32,160,64,128,32,64,224,192,256,96,256,128,32,160,32,96,192
1229.05,128,32,128,96,192,128,96,64,64,256,160,192,224,64,96,256,192,32,192,160,256,224,224,160,160,224,256,32,256,128,32
1175.92,96,32,128,128,64,256,96,160,32,128,128,96,160,32,96,256,256,192,32,160,160,224,160,256,32,64,32,256,256,256,224
1182.76,160,224,96,64,64,256,32,160,128,256,128,224,160,64,160,64,224,128,256,256,224,32,224,64,32,160,64,192,64,160,128
1171.88,256,224,128,64,192,128,160,256,64,32,160,96,256,32,128,192,32,256,192,128,96,256,96,32,224,64,160,64,192,128,32
1124.45,224,192,128,256,128,256,160,160,256,160,96,224,128,96,160,192,192,96,224,192,160,160,128,224,256,160,32,32,192,160,64
1141.79,256,192,224,224,256,192,160,64,96,96,160,96,160,192,64,64,96,96,160,32,160,32,192,224,96,32,192,96,96,192,256
1183.53,64,128,64,32,192,64,160,32,96,128,256,224,224,256,128,224,64,160,192,256,96,160,224,128,32,96,224,96,32,160,64
1171.45,128,192,160,160,192,192,32,96,256,192,96,192,96,256,192,192,128,128,32,96,32,256,256,32,64,256,128,224,160,256,32
1164.76,160,192,160,192,128,32,160,32,192,128,32,128,256,256,192,128,160,32,128,192,192,96,160,256,160,32,128,96,160,96,128
1163.47,96,96,96,96,128,256,64,32,32,256,192,128,256,160,160,192,224,256,96,192,160,256,96,64,224,32,64,160,96,64,160
1201.45,96,128,128,224,192,32,96,160,192,128,224,64,32,128,256,160,32,192,96,128,96,224,32,128,256,224,64,32,192,160,256
1183.51,256,256,160,256,128,32,32,128,64,256,192,224,160,192,64,128,32,160,160,32,256,160,64,32,64,256,128,192,128,192,192
1152.58,128,224,32,224,64,192,224,128,224,96,128,160,32,192,256,192,128,256,32,128,32,224,64,256,64,160,32,96,224,256,160
1115.81,64,32,256,160,256,224,256,192,224,192,128,160,192,128,128,32,32,128,32,64,256,192,192,192,96,32,224,32,224,192,64
1159.6,192,96,32,160,256,192,192,128,32,96,32,192,160,256,32,160,160,224,32,96,128,224,160,32,192,96,64,224,128,64,64
1167.18,96,160,32,224,192,160,224,224,256,224,64,64,160,256,128,96,256,64,224,96,32,64,192,192,160,96,64,64,96,256,64
1164.83,96,128,96,96,64,224,128,192,192,224,128,96,192,128,96,128,160,160,64,160,96,96,32,32,256,160,96,64,224,224,32
1148.15,224,160,160,192,256,128,192,128,128,128,128,64,224,192,256,224,224,224,32,128,96,32,128,256,192,32,192,256,128,160,96
1142.35,256,192,64,96,128,256,64,128,224,64,224,32,192,96,96,64,160,192,128,64,32,256,128,64,256,192,128,128,32,32,64
1172.55,160,256,224,224,64,224,128,192,128,160,32,256,160,160,128,64,224,160,192,256,96,192,256,128,192,224,224,256,32,192,64
1201.15,96,160,128,192,192,192,96,128,96,256,192,128,96,224,256,96,96,128,128,128,64,32,256,64,160,64,64,256,224,224,32
1154.17,192,32,160,160,256,64,32,32,224,160,192,32,128,256,64,192,192,192,160,192,96,256,32,64,64,160,128,64,64,192,256
1137.09,224,160,256,32,192,192,192,128,160,128,64,32,128,64,128,224,224,256,32,64,256,32,256,160,256,64,64,64,128,224,224
1152.21,192,96,224,192,256,32,192,256,256,160,128,256,256,128,224,128,128,160,192,96,64,160,160,224,224,64,160,128,160,128,96
1224.38,160,192,192,128,128,96,64,64,96,96,256,32,224,160,128,96,128,192,64,96,192,192,224,128,256,32,128,160,256,128,224
1170.51,128,160,96,32,64,32,224,32,32,192,32,160,128,128,96,96,224,256,224,96,128,64,128,160,224,64,224,224,32,224,96
1125.61,224,96,32,192,256,192,256,224,224,192,64,224,64,96,160,96,192,128,128,128,256,256,32,224,192,32,256,256,160,224,192
1157.29,256,64,64,96,256,96,160,64,224,256,96,224,256,32,96,32,64,32,256,32,192,96,32,192,256,64,128,32,128,160,160
1209.23,128,224,160,224,128,160,32,160,192,64,64,256,256,224,256,192,96,96,192,128,256,256,224,128,32,192,64,96,192,256,128
1191.35,160,192,64,128,256,256,64,96,96,192,64,256,160,224,32,96,96,160,192,96,192,224,256,256,64,96,128,96,96,32,160
1162.57,128,32,160,128,128,256,192,192,96,128,32,224,192,96,128,32,192,256,128,160,256,192,160,32,160,32,32,224,64,192,128
1178.94,192,160,96,192,64,128,96,32,96,192,96,128,192,64,96,128,32,64,192,64,64,224,96,160,256,96,256,96,192,96,32
1208.76,64,128,128,32,64,64,128,128,32,96,256,192,192,224,64,128,256,192,32,192,192,224,96,224,160,256,224,96,32,160,64
1145.31,160,192,192,224,64,32,224,32,224,192,160,192,64,224,96,192,224,160,224,224,224,64,96,192,32,224,192,224,64,96,32
1168.74,256,96,256,160,256,32,64,256,160,256,32,224,224,96,64,160,64,128,128,192,192,160,192,224,192,256,224,256,96,256,192
1198.65,160,128,160,32,128,192,64,224,96,128,192,192,128,256,224,192,32,64,32,192,224,96,96,128,192,224,128,64,192,64,64
1193.32,192,256,96,96,128,96,32,128,256,128,64,224,32,160,192,256,224,256,32,224,64,192,128,224,32,128,192,160,128,128,192
1199.69,160,192,192,224,128,64,128,96,192,224,192,256,192,224,128,224,128,256,32,192,96,128,32,64,128,192,64,64,192,160,224
1188.3,128,256,32,96,192,96,256,224,192,224,32,128,256,256,224,96,128,32,224,256,128,96,128,64,160,224,64,224,64,32,224
1155.05,192,256,64,128,64,256,192,96,32,256,64,160,256,256,96,224,64,128,96,160,96,224,160,256,96,256,128,160,224,224,256
1143.45,256,192,96,32,64,160,160,160,224,96,96,96,256,224,256,224,160,128,128,256,96,192,256,64,256,64,64,96,32,256,160
1136.63,224,192,96,224,64,96,224,32,96,256,32,128,256,192,128,256,96,64,192,96,96,224,128,192,32,160,192,32,96,256,64
1130.05,96,64,96,256,256,256,128,32,224,224,64,128,224,160,224,128,32,128,256,32,128,128,32,160,256,64,96,192,128,128,64
1188.74,192,256,64,160,128,96,256,256,128,160,224,96,32,160,32,96,224,192,128,96,96,96,96,256,256,224,96,192,96,192,32
1182.72,96,192,96,96,64,192,192,64,64,128,256,64,224,192,64,128,224,160,64,96,192,224,256,256,256,96,224,64,160,224,192
1169.37,64,64,192,32,192,32,256,224,192,128,256,256,128,160,32,64,64,160,256,64,224,192,96,256,64,160,160,32,160,128,32
1203.81,160,32,64,64,128,64,224,224,96,192,256,160,160,192,64,224,256,32,256,96,32,128,64,160,192,160,96,96,32,224,256
1179.63,256,256,256,128,256,96,32,96,32,224,160,32,160,128,224,256,160,256,64,64,128,256,160,256,96,192,192,32,160,192,64
1204.65,160,128,256,160,128,192,32,96,128,64,96,224,224,192,96,160,224,192,64,224,32,128,64,192,160,224,256,160,128,128,160
1175.37,224,192,64,64,128,128,96,256,192,224,32,224,192,192,96,256,96,64,224,224,256,160,160,32,192,64,96,128,32,32,160
1184.69,160,192,256,128,128,224,64,192,32,96,64,96,160,128,224,32,96,64,32,96,224,160,256,256,192,224,224,256,128,160,256
1175.59,96,224,160,64,64,32,224,128,128,32,192,96,224,128,96,64,192,64,96,160,160,32,64,224,224,32,128,128,32,96,64
1199.25,128,224,64,224,256,32,96,64,224,128,128,256,64,96,224,128,160,128,256,128,224,64,224,160,192,224,224,128,32,160,128
1160.37,224,224,224,192,64,32,256,64,96,256,192,192,128,32,224,224,224,256,224,32,224,192,160,160,64,128,96,256,128,32,128
1184.3,64,32,256,128,192,160,256,192,64,192,128,256,128,96,256,64,160,64,160,224,128,160,192,96,192,96,256,160,96,32,160
1189.55,224,256,96,64,128,160,32,128,128,192,32,96,224,224,192,96,128,64,160,192,224,128,160,192,96,160,224,192,128,128,224
1175.47,256,160,64,192,64,96,160,192,96,160,32,256,192,224,96,256,64,128,128,64,160,192,192,64,192,96,224,64,64,192,128
1165.72,160,64,224,224,64,160,224,96,192,96,32,128,96,96,128,96,32,160,96,96,224,224,192,224,256,32,96,128,160,32,256
1119.42,224,32,64,128,256,224,128,160,256,128,192,64,224,256,64,192,160,64,32,128,64,64,256,224,32,32,224,160,64,256,160
1174.21,256,64,64,96,256,96,128,96,192,192,160,96,64,32,192,256,224,96,192,128,224,256,256,160,224,256,192,128,256,64,224
1102.96,256,224,192,224,256,224,224,128,192,96,224,160,224,160,224,64,64,224,160,32,160,64,32,224,160,64,32,64,160,192,256
1190.33,96,160,32,192,64,32,192,160,192,96,224,128,96,160,192,64,64,32,192,256,160,96,256,96,192,192,256,256,224,32,160
1213.1,64,96,224,224,64,96,32,128,96,192,96,128,64,128,160,224,256,128,32,128,64,128,224,256,32,160,160,160,96,32,224
1167.45,192,128,128,64,64,256,128,128,32,64,192,96,32,128,32,160,32,128,224,160,160,256,256,32,64,224,64,32,192,32,32
1124.42,256,32,256,64,256,224,192,192,96,160,64,96,128,32,96,32,256,32,256,96,32,160,192,192,160,128,128,64,224,224,64
1112.71,256,96,192,224,256,224,224,256,160,256,64,64,224,160,32,192,224,160,96,256,96,96,256,256,192,64,192,64,64,32,96
1179.19,64,128,160,96,64,32,256,192,128,32,128,96,96,128,64,224,192,160,256,192,224,256,128,192,96,32,96,64,256,192,192
1161.54,256,32,160,160,64,32,64,96,160,96,256,64,96,224,128,224,96,256,32,224,128,96,32,32,224,224,32,192,96,32,256
1181.84,64,32,224,32,128,192,160,128,96,192,224,128,64,64,32,128,32,224,32,192,192,224,32,224,96,96,64,160,192,192,96
1206.11,128,128,256,224,64,128,160,224,64,96,96,192,192,128,192,64,32,256,96,160,160,192,32,96,128,96,32,32,224,32,32
1195.41,128,64,160,128,128,192,128,224,128,64,96,192,192,96,160,192,224,160,96,32,224,160,128,192,224,32,256,192,256,256,224
1198.6,64,96,64,96,128,160,192,256,32,128,128,32,128,96,64,192,256,32,160,32,192,160,224,224,256,128,128,224,32,64,128
1145.56,256,192,64,160,256,160,96,128,224,256,224,256,128,224,64,256,256,192,32,32,160,224,256,64,224,32,192,32,96,96,96
1162.85,96,64,96,96,256,192,256,128,224,192,96,64,32,192,256,192,192,64,128,32,160,256,224,192,128,256,192,192,160,224,224
1165.77,64,64,96,160,256,96,224,32,64,224,128,64,192,96,64,160,64,64,256,192,96,32,96,192,32,256,128,64,96,160,96
1112.09,256,64,160,96,64,224,192,128,192,192,224,256,192,96,192,128,32,160,192,192,224,224,96,224,64,32,96,128,64,96,224
1178.03,128,64,160,256,128,160,192,64,256,128,128,128,128,96,32,160,224,256,256,96,64,32,128,160,160,256,192,160,224,160,32
1154.09,128,256,192,32,64,256,192,160,160,256,160,128,224,256,224,160,224,96,256,256,160,160,96,224,96,128,96,32,64,32,64
1104.5,224,32,224,32,64,256,224,128,192,32,128,128,192,160,128,32,128,256,32,64,96,96,160,128,96,256,96,64,160,256,32
1172.1,64,32,160,224,256,128,128,96,192,32,160,128,192,192,96,32,224,32,32,192,128,224,256,224,256,128,64,192,96,224,32
1173.7,224,32,96,128,192,128,256,128,128,96,64,256,256,64,64,128,128,192,224,32,64,64,160,160,64,224,96,64,224,32,256
1187.06,160,256,96,128,64,96,224,64,224,224,96,32,224,256,256,96,64,64,96,64,32,192,96,192,224,128,256,256,96,160,256
1177.62,64,192,192,96,64,192,32,192,160,256,96,32,256,224,64,32,64,32,64,32,256,128,96,192,192,192,224,96,128,128,64
1141.69,128,96,96,64,128,256,160,32,224,64,224,32,224,64,64,192,192,192,160,128,224,224,64,224,128,96,256,224,128,224,32
1213.91,160,192,128,160,128,32,96,160,96,256,128,64,224,64,192,128,64,128,32,160,224,64,160,192,192,32,96,192,32,64,64
1183.34,160,64,96,128,192,192,192,96,64,224,160,128,192,32,256,160,96,128,256,32,224,32,256,64,224,32,32,160,224,224,160
1170.49,192,160,160,224,192,96,96,32,128,192,96,32,128,128,32,224,128,160,64,192,160,128,32,128,224,32,160,128,32,224,64
1164.39,256,128,96,96,128,256,64,96,32,256,32,192,96,32,128,128,64,224,160,192,160,224,224,160,192,64,160,256,192,96,96
1206.33,160,256,32,192,256,32,192,256,96,256,224,160,224,256,32,256,224,160,160,128,96,224,256,192,256,224,128,96,256,192,32
1138.47,224,64,128,32,64,256,64,192,192,32,256,160,128,224,160,128,64,32,192,96,64,96,64,32,160,192,192,224,192,256,128
1196.42,64,224,160,128,64,64,160,160,128,224,160,64,32,192,224,256,256,192,32,160,32,160,192,192,64,192,96,256,256,224,32
1127.94,256,256,96,32,256,256,32,192,192,192,192,224,64,64,160,96,192,64,224,256,96,128,128,128,32,32,64,160,64,96,64
1156.45,192,64,160,160,192,160,224,96,160,256,256,224,32,32,128,256,32,128,64,64,160,32,224,256,96,32,32,224,128,160,64
1196.3,160,224,160,160,128,32,224,224,128,256,32,224,224,192,160,256,32,64,96,192,192,128,160,256,160,160,192,128,224,64,128
1159.67,256,224,64,32,128,96,256,256,192,224,32,160,160,96,32,64,224,192,224,256,96,128,192,128,160,192,64,32,96,256,128
1175.75,160,64,128,96,64,192,256,224,64,256,256,64,96,224,96,96,32,96,256,128,32,32,64,32,160,96,64,256,96,256,160
1161.04,224,256,96,96,64,192,128,256,64,128,256,192,128,256,256,128,64,64,64,32,192,224,32,96,256,256,192,192,64,32,32
1205.44,192,32,192,160,128,96,128,128,96,128,96,32,224,32,224,64,192,128,128,224,96,96,64,128,128,128,256,32,160,160,224
1200.32,160,64,256,256,64,128,128,96,192,160,32,160,32,96,128,224,256,192,128,96,32,192,96,96,160,96,128,192,128,64,64
1223.21,160,224,128,96,256,96,96,128,32,128,224,128,192,160,96,224,128,160,160,256,128,224,128,256,224,160,160,160,192,224,64
1215.01,96,224,96,224,64,64,128,96,32,224,128,96,32,224,256,160,256,256,160,64,96,160,192,64,160,96,96,160,256,160,32
1223.08,96,224,64,192,192,128,32,192,96,224,32,128,192,256,224,32,256,256,128,32,160,224,224,64,192,96,192,224,64,192,224
1214.14,64,160,128,64,192,64,64,224,128,224,96,192,64,64,160,32,32,64,96,224,192,256,32,224,64,224,32,256,224,256,224
1157.69,64,192,64,256,64,160,224,96,224,96,128,256,192,96,160,128,256,192,224,128,256,224,64,64,128,32,128,64,224,96,96
1176.69,160,128,96,256,64,192,192,96,96,64,256,128,256,64,256,224,224,32,224,32,160,32,96,128,192,256,64,96,32,128,224
1142.17,256,224,32,160,192,256,64,96,160,64,64,224,32,96,96,32,128,192,128,224,224,96,160,96,256,128,160,128,96,256,160
1143.02,256,32,32,64,128,192,128,224,256,96,96,64,256,160,192,32,128,160,192,96,32,224,160,192,32,192,192,128,224,224,192
1161.61,192,64,64,256,192,128,256,32,96,224,224,256,128,224,96,128,64,192,256,192,128,128,192,192,256,224,256,224,96,32,192
1130.83,224,192,64,32,192,224,128,224,224,224,224,32,192,192,224,224,128,32,160,256,160,128,192,32,32,96,160,192,160,192,32
1217.36,160,160,160,160,192,64,64,96,64,32,64,128,32,32,128,96,96,32,128,128,256,128,128,192,256,224,160,64,96,128,256
1172.24,96,64,224,32,192,256,128,192,128,224,256,96,64,160,256,224,192,64,32,32,128,256,224,256,64,160,128,96,64,64,96
1150.65,192,128,96,224,128,256,224,96,64,128,256,160,256,96,96,160,256,96,128,256,128,256,192,224,64,256,32,160,160,128,64
1191.12,224,256,32,160,64,96,32,96,64,128,64,128,160,128,224,64,224,128,192,256,224,160,32,96,256,96,256,64,192,224,128
1224.55,160,64,128,128,192,64,64,256,32,32,64,32,64,256,128,256,192,256,96,256,224,64,224,96,224,192,160,256,96,32,192
1198.97,128,224,32,192,192,96,128,224,224,96,128,32,64,32,128,224,96,64,224,160,96,128,192,32,224,64,224,128,224,32,256
1210.42,128,192,96,128,64,160,32,96,32,192,256,224,224,192,128,224,224,32,160,64,32,64,96,256,256,256,160,128,64,160,160
1220.39,128,128,96,32,64,32,32,192,64,64,256,256,128,128,224,192,192,128,160,32,128,224,256,256,256,128,128,96,256,224,192
1180.62,160,192,32,160,64,128,192,160,256,160,192,160,160,224,224,192,256,160,128,256,160,224,192,160,96,128,224,256,64,192,224
